,input,output,gold,prefix
13,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,Los términos fueron de 24.5 para la manzana y 10.9 para el diafuente en el acción inglancia.,"De cada 100 mujeres que utilizaron la esponja durante un año, unas 25 quedaron embarazadas.",Simplify sentence from English to Spanish: 
14,All but one trial were at high risk of bias.,"Todos, nicos procesos, fueron con alto riesgo de punto de juicio.","Todos los ensayos excepto uno presentaron un alto riesgo de sesgo (defectos en el diseño del estudio que pueden dar lugar a conclusiones incorrectas, es decir, sobrestimación de los efectos beneficiosos y subestimación de los efectos perjudiciales).",Simplify sentence from English to Spanish: 
15,"To assess interventions used in the management of all types of melasma: epidermal, dermal, and mixed.","Establecer las intervenciones utilizadas en la gestión de todo tipo de melasma, el epidermo, el dermo y los medios.",El melasma mixto es una combinación del melasma epidérmico y dérmico.,Simplify sentence from English to Spanish: 
16,"We included seven trials, involving 735 participants, in this review.",Incluyemos siete pruebas que implican 735 participantes en este revisión.,"Esta revisión incluyó siete estudios (específicamente ensayos controlados aleatorizados), en los que participaron 735 pacientes.",Simplify sentence from English to Spanish: 
17,Surgeons and their assistants are especially at risk of exposure to blood due to glove perforations and needle stick injuries during operations.,El scóncer y sus asistentes son particularmente en riesgo de exponerse a luz debido a perforaciones de nios y carga con doros de poco durante obras.,Estas lesiones pueden causar infección por VIH u otros virus transmitidos por la sangre.,Simplify sentence from English to Spanish: 
18,"Fibrates are a class of drugs characterised by mainly lowering high triglyceride, raising high-density lipoprotein (HDL) cholesterol, and lowering the small dense fraction of low-density lipoprotein (LDL) cholesterol.","Fibratos son una clase de fármacos caracterizados por principalmente el alibarca de alta triglycerda, elevado la lóptima lipoproténa (HDL) y reducir la gran seco densidad de la lóptima lipoproténa (LDL) en nivel de barata de densidad.","Los fibratos son una clase de fármacos que funcionan al influir positivamente en las grasas de la sangre, es decir, reducen los triglicéridos, aumentan el colesterol de lipoproteína de alta densidad (""bueno"") y disminuyen la fracción densa pequeña del colesterol de lipoproteína de baja densidad (""malo"").",Simplify sentence from English to Spanish: 
19,To assess the effects of anabolic steroids for treating pressure ulcers.,Toramos el efecto de esteroides anabolicos para tratar opáronas de presión.,Se deseaba determinar si los esteroides anabolizantes fueron efectivos en el tratamiento de las úlceras por presión y si provocaron algún efecto perjudicial.,Simplify sentence from English to Spanish: 
20,More RCTs are required to assess whether brief co-incubation would contribute to a higher live birth rate and a lower miscarriage rate compared to the standard overnight insemination protocol.,Más ningunos teos de tiro queda necesarios para detaller si la severa incubación contribuye a una mayor rata de infección vivo y una menos rata de mafia en comparación con la protocolla de insemination de lunes.,Se necesitan más estudios para evaluar si la coincubación breve contribuye a una tasa mayor de nacidos vivos y a una menor de aborto espontáneo en comparación con protocolo estándar de inseminación durante la noche.,Simplify sentence from English to Spanish: 
21,Laparoscopic box model training appears to improve technical skills compared with no training in trainees with no previous laparoscopic experience.,"La capacidad de capacidad técnica a la forma de prueba laparoscópica parece mejorar los ejemplos técnicas, comparando con una nueva capacidad de capacidad en estudiantes que no tienen el término anterior a laparoscópico.","El entrenamiento con simulador parece disminuir el tiempo requerido para realizar una tarea laparoscópica, mejorar la exactitud, y disminuir los errores, y mejora el rendimiento general.",Simplify sentence from English to Spanish: 
22,"Nine trials measured blood pressure, six individual trials found reductions in SBP (reductions ranged from -22.0 mmHg (95% confidence interval (CI) -26.3 to -17.7) to -11.5 mmHg (95% CI -21.5 to -1.46)), two trials found no clear evidence of a difference (however, CIs were wide and an increase or decrease in SBP cannot be ruled out), and one trial found an increase in SBP with tai chi (increase 5.2 mmHg, 95% CI 3.73 to 6.67).","Aos de traves de medición del presión arterial se mediron varias tareas de presión (reducción de las desagradaciones del SBP a -2.0 mmHg (95% intervalo de conciencia (I) -2.3 a -1.7) a -11.5 mmHg (95% I) -21.5 a -1.46), dos traves observan no encontrar pruebas significativas de una diferencia (apesito, CIs son amplios y no pueden ser excluidos o arrojada a la SBP), y una traves mediron un incremento de la SBP con tai chi (increble 5.2 mmHg, IA 3,73 a 6.67).","Debido al escaso número de estudios a corto plazo y la variabilidad entre ellos, no fue posible determinar de manera concluyente si el tai chi fue beneficioso para reducir el riesgo cardiovascular en los adultos sanos y los adultos con mayor riesgo de EC, aunque en algunos estudios se observaron efectos beneficiosos sobre los factores de riesgo de EC.",Simplify sentence from English to Spanish: 
23,"To assess the efficacy and safety of fibrates for the prevention of serious vascular events in people with previous cardiovascular disease (CVD), including coronary heart disease and stroke.","Para evaluar el eficacio y la seguridad de fibrátos para la prevención de acontecimientos graves en condiciones cardiacas antes de infectación cardiovascular (VIH), incluyendo enfermedades coronarias y espalda de renariz.","El objetivo de este estudio fue evaluar el efecto de los fibratos para la prevención de eventos graves que incluyen los ataques cardíacos, los accidentes cerebrovasculares y la muerte debido a enfermedades circulatorias en los pacientes con enfermedades circulatorias existentes.",Simplify sentence from English to Spanish: 
24,Statins had uncertain effects on progression of CKD.,Los estatinas tienen efectos inciertos sobre la progresión del DCK.,"Aunque la administración de estatinas no redujo claramente los riesgos de progresión de la nefropatía, pueden recomendarse para reducir los riesgos de muerte y eventos cardíacos en pacientes con nefropatía en estadio inicial.",Simplify sentence from English to Spanish: 
25,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL; 2014, Issue 6) in The Cochrane Library, MEDLINE via Ovid SP (1966 to June 2014) and Embase via Ovid SP (1980 to June 2014).","Pero también buscamos el Requisito Central Cochrane de Trials Controlled (Requisito Central; 2014, vol.6) en la La Biblioteca Cochrane, Ovid SP por Ovid SP (1963-67 aos) y Embase por Ovid SP por Ovid SP (19803-67 aos).",La evidencia está actualizada hasta junio de 2014.,Simplify sentence from English to Spanish: 
26,"Where results were reported for individual participants in 17 studies, 'no worse than mild pain' was achieved by 96% of participants (362/377), and an outcome equivalent to treatment success in 63% (400/638).","En el caso en que se compartimas resultados para participación individual en 17 estudios, ""no se lograra más peor que podo poco"", foi logrado por 96% de las participantes (362/377), y un resultado equilibrado al éxito del tratamiento en 63% (400/638).","Más de seis de cada diez participantes estuvieron muy satisfechos con el tratamiento con morfina, o consideraron que el resultado fue muy bueno o excelente.",Simplify sentence from English to Spanish: 
27,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library, 2016, Issue 9), Ovid MEDLINE (1950 to September 2016), Ovid Embase (1974 to September 2016), Science Citation Index Expanded (1970 to September 2016), Chinese Biomedical Literature Database (CBM) (1978 to September 2016), ClinicalTrials.gov (September 2016), and World Health Organization International Clinical Trials Registry Platform (September 2016).","Se trata de encontrar el Recepción Central de Trials Controlled (CENTRAL) (el Libro Cochrane, 2016 ejército 9, obtener el 9 de septiembre), Ovid MEDLINE (1950 a septiembre 2016), Ovid Embase (1974 a septiembre 2016), indicador de citación extensibil (1970 a septiembre 2016), Libre de Literatura Biomédica China (1978 a septiembre 2016), ClinicalTrials.gov (fecha 2016, opción del 11 de septiembre 2016).","Los estudios se realizaron en los EE.UU., Australia, China, Finlandia y Países Bajos.",Simplify sentence from English to Spanish: 
28,"Based on the available evidence, physical disruption of a fibrin sheath using interventional radiology techniques appears to be equally efficacious as the use of a pharmaceutical thrombolytic agent for the immediate management of dysfunctional catheters (57 participants: RR 0.92, 95% CI 0.80 to 1.07).","De acuerdo con las pruebas disponibles, la perturbación fsica de una caja fibrina utilizando técnicas de radiologa interintrada parece de an eficaz como el empleo de un agente terboliquista fármacos fármacos para el manejo inmediato de atletas disfuncionales (57 participantes: RR 0.92, 95% CI 0.80 a 1.07).",La alteración física de una vaina de fibrina puede tener la misma efectividad que el agente trombolítico farmacéutico para el tratamiento inmediato de la disfunción del catéter.,Simplify sentence from English to Spanish: 
29,"Most studies had a high risk of bias due to poor study design, broad inclusion criteria, low patient numbers and industry involvement.","La mayora de las estudios tiene un alto riesgo de bias debido a la pobre diseo, las criterios de inclusión amplias, las poblaciones de los pacientes, a la implicación en el sector tpico.",La calidad de la evidencia es limitada por el tamaño de estudio pequeño y el alto riesgo de sesgo.,Simplify sentence from English to Spanish: 
30,Available treatments for melasma are unsatisfactory.,Los tratamientos disponibles para melasma son insatisfactorios.,El melasma epidérmico es el más superficial con un aumento del pigmento de la piel (melanina) en la capa superior de la piel (epidermis).,Simplify sentence from English to Spanish: 
31,"Pooled analyses for adverse events suggest lower risk of nausea and vomiting with propofol than with sevoflurane (risk ratio (RR) 0.68, 95% CI 0.51 to 0.91, low-quality evidence) or isoflurane (RR 0.45, 95% CI 0.26 to 0.78) and greater risk of haemodynamic changes with propofol than with sevoflurane (RR 1.85, 95% CI 1.07 to 3.17), but no differences in the risk of shivering or pain.","Los análisis polticos para desafos son equivocados para que tienen apropiol más riesgo enversos y apuntos con propofol que con sevoflurano (raticultura (RR) 0.68, 955 CI 0.51 a 0.91, pruebas de alta calidad) o isoflurano (RR 0.45, 955 CI 0.26 a 0.78, pruebas de alta calidad) y mejor riesgo de cambiantes haemodinámicos con propofol que con sevoflurano (RR 1.85, 95% CI 1.07 a 3.17), sin ciertos diferencias en el riesgo de lavando o dolor.","Aunque el isoflurano se asoció con un despertar más lento (alrededor de tres minutos y medio) en comparación con el propofol, los investigadores no encontraron diferencias importante entre el propofol y el sevoflurano.",Simplify sentence from English to Spanish: 
32,Randomised controlled trials that evaluated topical and systemic interventions for melasma.,Triales controlados autorizadas que analizaron intervenciones topicales e sistemicas para la malasma.,En la actualidad no se dispone de información adecuada para determinar el mejor tratamiento para el melasma.,Simplify sentence from English to Spanish: 
33,"The review contains only one trial with a total of 212 participants, all with spinal cord injury and open pressure ulcers classed as stage III and IV.","La revisión contiene solamente una prueba con un total de 212 participantes, todos con la injuicio de pelcula mediante enfermedades sucitadas para el nio del sntoma y los ulceros de presión abiertas llamadas de etapa III y IV.",Sólo se encontró un ensayo con un total de 212 participantes.,Simplify sentence from English to Spanish: 
34,To assess the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents treated in an outpatient setting.,Escribir los efectos de terapias individuales individuales para anorexia nervosa en adultos o de adolescentes más adolescentes tratados en una situación de interpatientes.,¿Quién estará interesado en esta revisión? Esta revisión será de interés para los pacientes con experiencia vivida de anorexia nerviosa y para las personas involucradas en su cuidado. ¿Qué estudios se incluyeron en la revisión?,Simplify sentence from English to Spanish: 
35,"This review contains a total of 62 included studies, with 4241 participants.","Este revisión contiene aproximadamente 62 estudios incluidos, con 4241 participantes.",Se encontraron 62 estudios con 4241 participantes.,Simplify sentence from English to Spanish: 
36,Methodologically rigorous trials are needed to investigate interventions aimed at preventing the uptake of tobacco use amongst Indigenous youth and to assist in bridging the gap between tobacco-related health disparities in Indigenous and non-Indigenous populations.,Están necesarios procesos métodológicos para investigar intervenciones aimed ateniados a prevenir el incorporado del tobacco a nios Indigenous y contribuyendo a atener los decepciones entre disparidades de salud asociados a tobacco en las poblaciones indigenas y no indigenas.,"Esta revisión halló que no existe investigación publicada que evalúe los programas orientados a evitar que los jóvenes indígenas no consuman tabaco. La información de dos estudios incluidos en esta revisión (1505 participantes en total, en comunidades de nativos americanos) no permite realizar una conclusión sobre si los programas de prevención del consumo de tabaco en las poblaciones indígenas evitan que los jóvenes consuman tabaco con o sin humo.",Simplify sentence from English to Spanish: 
37,"The focus of treatment has moved to an outpatient setting, and a number of differing psychological therapies are presently used in treatment.","El centro del tratamiento se encuentra en una estrategia outpatient, y están usando una psicoterapia diferente en tratamiento.",Esta revisión intentó evaluar las evidencia acerca de los efectos del tratamiento psicológico individual (tratamiento proporcionado a un pacientes en lugar de a un grupo) administrado en contextos ambulatorios a adolescentes mayores y adultos con anorexia nerviosa.,Simplify sentence from English to Spanish: 
38,"Several are under development, but only one (MSP/RESA, also known as Combination B) has been tested in randomized controlled trials.","Sulejen tantos experimentos, pero se desarrollan solo unas (MSP/RESA, también conocida como Combinación B) en estudios controlados en razones rápidas.","Una vacuna para esta fase, MSP/RESA (también conocida como Combinación B), ha sido probada en pruebas de campo en Papua Nueva Guinea.",Simplify sentence from English to Spanish: 
39,Statin-related effects on stroke and kidney function were found to be uncertain and adverse effects of treatment are incompletely understood.,Las efecciones relacionadas con Estatina en el funcionamiento conlactrizados y la función renal se han demostrado que son inseguros y los efectos adverses del tratamiento son incompletomente comprendidos.,"Sin embargo, los posibles efectos secundarios son inciertos y requieren mayor estudio.",Simplify sentence from English to Spanish: 
40,"Indigenous youth in particular commence smoking at an early age, and a disproportionate burden of substance-related morbidity and mortality exists as a result.","Ya no se puede ser defecador del fumador de los jóvenes, y tienen desconocidos la dosis de morbididad y mortalidad estándarse en sustentabilidades.",Los daños asociados a la salud son inadmisibles.,Simplify sentence from English to Spanish: 
41,We found four small studies that met the inclusion criteria.,Se encuentra cuatro estudios aproximados a las cuestiones de inclución.,Se encontraron cuatro estudios pequeños después de una extensa búsqueda en la literatura.,Simplify sentence from English to Spanish: 
42,"Although carbon dioxide meets most of the requirements for pneumoperitoneum, the absorption of carbon dioxide may be associated with adverse events.","De bien que el dióxido carbono one muchos de los requisitos del las pseudomeento, la absorción del dióxido carbono puede asociarse con eventos africos.","Sin embargo, el uso de dióxido de carbono puede causar complicaciones cardíacas o pulmonares.",Simplify sentence from English to Spanish: 
43,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,Incluyendo todos los ensayos clnicos que comparan los modelos de ahorro de la pelcula versus de la formación no ejecutiva para atletas tradicionales con no tiempo experiencias laparosas.,Se procuró determinar si el entrenamiento con simulador es útil en dichos médicos practicantes en cuanto a la mejoría de los resultados técnicos mediante una búsqueda minuciosa de la bibliografía médica para obtener ensayos clínicos aleatorios.,Simplify sentence from English to Spanish: 
44,"Moderate evidence showed that the fibrate class can be effective in the secondary prevention of composite outcome of non-fatal stroke, non-fatal MI, and vascular death.","Averigualmente los ensayos muy amplios sobre que el tipo fibrato puede ser efectivo en la secundaria prevención de corriente mecánico de lesiones no ricos, riesgos MI, y muro cardiovascular.","En combinación con los datos del clofibrato, la calidad de la evidencia fue moderada para el resultado compuesto (accidente cerebrovascular no mortal, infarto de miocardio [IM] no mortal y muerte por causa vascular) y el resultado IM (no mortal o mortal) y baja para el accidente cerebrovascular (isquémico o hemorrágico, no mortal o mortal) y la muerte por causa vascular o por cualquier causa durante el tratamiento y el período de seguimiento programado.",Simplify sentence from English to Spanish: 
45,"Triple-combination cream was significantly more effective at lightening melasma than hydroquinone alone (RR 1.58, 95% CI 1.26 to 1.97) or when compared to the dual combinations of tretinoin and hydroquinone (RR 2.75, 95% CI 1.59 to 4.74), tretinoin and fluocinolone acetonide (RR 14.00, 95% CI 4.43 to 44.25), or hydroquinone and fluocinolone acetonide (RR 10.50, 95% CI 3.85 to 28.60).","La grasa triple combinada es significativamente más eficaz para levantar el melasma que la hydroquinona solo (RR 1.26, 95% CI 1.26 to 1.97) o cuando comparan a las dulas combinaciones de tretinoin y hydroquinona (RR 2.75, 95% CI 1.59 to 4.74), tretinoin y acetónido de aflora de fluocinalón (RR 14.00, 95% CI 4.43 a 44.25), o frogolinano y acetónido de aflora de fluocinalón (RR 10.50, 95% CI 3.85 a 28.60).","La crema de combinación triple fue significativamente más eficaz para aclarar el melasma comparada con la hidroquinona sola o con las combinaciones duales como la tretinoina y la hidroquinona, la tretinoina y el acetónido de fluocinolona, o la hidroquinona y el acetónido de fluocinolona.",Simplify sentence from English to Spanish: 
46,Anabolic steroids are considered because of their ability to stimulate protein synthesis and build muscle mass.,Los estrellas nabolicos se consideran a causa de su capacidad para estabilizar la sntesis de protena y construir una masa muscular.,"Se piensa que promueven el crecimiento del músculo esquelético y restauran la masa muscular, lo que podría ayudar en la cicatrización de las úlceras por presión.",Simplify sentence from English to Spanish: 
47,We searched until January 2016.,También buscamos hasta enero 2016.,La evidencia está actualizada hasta enero 2016.,Simplify sentence from English to Spanish: 
48,Remote ischaemic conditioning (RIC) has been developed as a neuroprotective strategy to prevent and treat ischaemic stroke.,El afecto izquierdo de condicionamiento remoto (RIC) ha sido desarrollado como una estrategia neuropromotiva para prevenir y tratar strokes izquierdo.,El condicionamiento isquémico remoto (CIR) es una estrategia para proteger y prevenir el daño al tejido cerebral al mejorar su capacidad de tolerar la reducción del flujo sanguíneo.,Simplify sentence from English to Spanish: 
49,Statins consistently lower death and major cardiovascular events by 20% in people with CKD not requiring dialysis.,Los estándares mantengan seguido los mortales y eventos cardiovasculares grandes del 20% en personas con CKD sin necesitan diálisis.,"También se encontró que el tratamiento con estatinas fue efectivo para reducir las enfermedades cardíacas y la muerte en pacientes con NC, pero que no presentan cardiopatía.",Simplify sentence from English to Spanish: 
50,There was no significant difference in the time taken to complete the task in the remaining three comparisons (reverse alignment versus forward alignment box training; box trainer suturing versus box trainer drills; and single incision versus multiport box model training).,"No hay desigualdado diferencia de ese tiempo que toma la tarea en los otros tres comparaciones (trabajo de alinéfico reverso versus orientamiento afuera; tetturas de la peligro en bolsas bolsas bolsas bolsas bolsas bolsas bolsas bolsas, tetarios de la peligro en bolsas bolsas bolsas bolsas; tetarios de acción sola y la enciapción de modelos de bolsas bolsas multiportos).",No parece haber diferencias significativas en los diferentes métodos de entrenamiento con simulador.,Simplify sentence from English to Spanish: 
51,We located 10 RCTs involving 2961 participating surgeons performing an operation in which the use of blunt needles was compared to the use of sharp needles.,Reunimos 10 RCTs implicando 2961 cirujanos participantes que funciona un operación en que el uso de nichos afortunatis a cuestiones de nichos de borde fue comparado con el uso de nichos afortunatis.,Se localizaron diez ECA con 2961 cirugías en las que las agujas con punta roma se compararon con las agujas afiladas.,Simplify sentence from English to Spanish: 
52,"None of these trials assessed or reported data regarding other outcomes, and information was insufficient to show whether a specific antibiotic is better than another.",No es importante que nuestros estudios apropiaban los datos con respecto alojamiento de otros resultados y información fueron insuficientemente deficiente para mostrar si un antibiótico especfico es mejor que una otra.,"Los estudios no midieron ninguno de los otros efectos de interés para los médicos o los pacientes, y la información fue insuficiente para indicar si algún antibiótico individual es mejor que otro.",Simplify sentence from English to Spanish: 
53,A malaria vaccine is needed because of the heavy burden of mortality and morbidity due to this disease.,Se necesita una vacuna de malaria por la rápida carga de mortalidad y morbididad de este enfermedad.,Las vacunas son ampliamente consideradas un componente necesario para el éxito completo del control de la malaria.,Simplify sentence from English to Spanish: 
54,It was not clear if these trials were sufficiently powered to detect any clinical differences between formulations or comparator drugs.,No fue evidente si estas pruebas eran suficientemente prestadas para detectar diferencias clnicas entre formulaciones o fármacos comparator.,lo cual dificultó la posibilidad de determinar si algún comprimido o preparado oral con morfina fue mejor que otro.,Simplify sentence from English to Spanish: 
55,We also contacted investigators involved with the identified trials for other published or unpublished trials.,"También tuvo envos a investigadores en el desarrollo de las pruebas identificados para otras pruebas que han preparado, o no publicadas.",También se escribió a los investigadores para buscar más ensayos.,Simplify sentence from English to Spanish: 
56,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,Las tasas fueron 24.5% del soca y del diaphragm en el estudio de la UE.,Un ensayo realizado en el Reino Unido obtuvo resultados similares.,Simplify sentence from English to Spanish: 
57,"Studies are old, often small, and were largely carried out for registration purposes and therefore were only designed to show equivalence between different formulations.","Los estudios son viejos, a menudo pequeas y fueron realizados en gran gran iniciativa para las tareas de identificación, y por tanto, sólo se forman diseados para mostrar equivalencia entre diferentes formulaciones.","Los estudios a menudo fueron pequeños, compararon muchos preparados diferentes y usaron diferentes diseños de estudio.",Simplify sentence from English to Spanish: 
58,To assess the benefits and harms of RIC for preventing ischaemic stroke and for treating people with ischaemic stroke and those at risk for ischaemic stroke.,Se evalua los beneficios y los malos del RIC para prevenir una stronaischa e atención del strono ischa y tratar la enfermedad con los stronos ischas y las personas a riesgo de la stronaischa.,¿Cuáles son los efectos beneficiosos del uso del condicionamiento isquémico remoto (una fisioterapia no invasiva que incluye inflar manguitos de presión arterial para reducir el flujo sanguíneo en los brazos y las piernas y luego liberar la sangre afectada hacia todo el cuerpo) en los pacientes con accidente cerebrovascular o en los que tienen riesgo de accidente cerebrovascular causado por la reducción del flujo sanguíneo?,Simplify sentence from English to Spanish: 
59,"In four studies, the use of blunt needles reduced the number of self-reported needle stick injuries with a RR of 0.31 (95% CI 0.14 to 0.68).","En cuatro estudios, el uso de cinco aos de puntas redució el nmero de injuries autoreportada con una RR de 0.31 (95 % CI 0.14 a 0.68).","En cuatro estudios, el uso de agujas con punta roma también redujo el número de lesiones por pinchazo de aguja autoinformadas en un 69% (intervalo de confianza del 95%: 14% a 68%).",Simplify sentence from English to Spanish: 
60,"Fibrates are a class of drugs characterised by mainly lowering high triglyceride, raising high-density lipoprotein (HDL) cholesterol, and lowering the small dense fraction of low-density lipoprotein (LDL) cholesterol.","Los fractas de lipoproteinos son una clase de fármacos caracterizadas por el indiscurado reducir la triglyceride alta, aumentando la cotta del cholesterol del lóptimo denso (HDL) y el reducir el pequeo fármaco denso del lóptimo denso (LDL).","El ajuste exitoso de las grasas sanguíneas en los pacientes con enfermedades del sistema circulatorio podría hacer que los pacientes tengan menos probabilidades de presentar ataques cardíacos, accidentes cerebrovasculares y morir debido a su enfermedad circulatoria.",Simplify sentence from English to Spanish: 
61,"Thrombolysis, fibrin sheath disruption and over-the-wire catheter exchange are effective and appropriate therapies for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.","El tricómbololismo, el tráfico de la fibra y el equilibrio de evidencia del cántor sub la mano es efectiva y de oportunidad para reponsarse inmediatamente a la patency del cántor en las nias ciculdas e tunneladas y del dende en HD.",El tratamiento trombolítico probablemente fue mejor que el placebo para restaurar la función del catéter aunque no hubo una dosis ni un método de administración óptimos.,Simplify sentence from English to Spanish: 
62,"Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection between the visceral and parietal layers of the tunica vaginalis of the scrotum.","Las hydrocoles son anomalas scátricas cticas, describendose como una colección de fluido densa entre las capas viscerales y parietales del tunica vaginalis de la scrotum.","El hidrocele es una anomalía quística escrotal común, descrita como una colección llena de líquido alrededor de los testículos.",Simplify sentence from English to Spanish: 
63,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Y pueden ser grouped en un agente de limpieza como la hydroquinona, hábitales compuestos triunas (hidroquinona, tretinoin, el acetónide fluocinolone), terapias combinadas (camerohidratol, creama de la hidroquinona y perles glucolos), as como terapias menos convencionales, incluyendo rucinol, iontophoresis de vitamina C, e complexos de ligera como Thiospot y Gigawhite.","ácido azelaico), retinoides tópicos (p.ej.",Simplify sentence from English to Spanish: 
