,input,output,gold,prefix
10,"We included seven trials, involving 735 participants, in this review.","Nous ont pris seven études, dont 735 participants, dans la présente révision.","Cette revue comprenait sept études (spécifiquement des essais contrôlés randomisés), impliquant 735 personnes.",Simplify sentence from English to French: 
11,Surgeons and their assistants are especially at risk of exposure to blood due to glove perforations and needle stick injuries during operations.,Les chirurgiens et leurs assicrients présentent à l'exception la risque d'aller à la peau due aux perforations de la gripe et aux blessures du leve lors des operations.,Cela peut conduire à l'infection par le VIH ou par d'autres virus à diffusion hématogène.,Simplify sentence from English to French: 
12,More RCTs are required to assess whether brief co-incubation would contribute to a higher live birth rate and a lower miscarriage rate compared to the standard overnight insemination protocol.,Les plus grand nombre de VCT sont nécessaires pour évaluer se déclare dans le cadre de l'examen que la co-incubation en ce qui concerne de façon plus rapide atif et plus grandes ans atif dans le genre l'incubation des vi llrs de ves et les taux de mis tifci dans le deuxième rapport à l'intravegence de l'intravegence des v llrs.,"Des études supplémentaires sont nécessaires pour déterminer si la co-incubation brève pourrait contribuer à un taux plus élevé de naissances vivantes et à un taux plus faible de fausses couches, en comparaison avec le protocole standard d'insémination durant toute la nuit.",Simplify sentence from English to French: 
13,Laparoscopic box model training appears to improve technical skills compared with no training in trainees with no previous laparoscopic experience.,La formation a la portée et les compétences de box modele semble améliorer en mettant l’accent sur les compétences techniques comparées à l’absence de formation dans les sécures d’expériences approuvés.,"La formation utilisant des modèles en boite semble diminuer le temps nécessaire à réaliser une tâche laparoscopique, améliorer l'exactitude, réduire les erreurs et améliorer la performance globale.",Simplify sentence from English to French: 
14,"Nine trials measured blood pressure, six individual trials found reductions in SBP (reductions ranged from -22.0 mmHg (95% confidence interval (CI) -26.3 to -17.7) to -11.5 mmHg (95% CI -21.5 to -1.46)), two trials found no clear evidence of a difference (however, CIs were wide and an increase or decrease in SBP cannot be ruled out), and one trial found an increase in SBP with tai chi (increase 5.2 mmHg, 95% CI 3.73 to 6.67).","Au sixe étude, six essais individuels ont découvert des remplacements dans la BP (réductions moyenne de 22.0 mmHg (95% selon la Conférence de la qualité du SBP) -26.3 à -17.7) à -11.5 mmHg (95% selon la Conférence de la qualité du SBP -21.5 à -1.46)), deux études d’une étude n’ont obtenu d’absence d’écarts (toutefois, le taux de diminuation n’est pas large et un éventuelement augmenté n’a pas été détectée), et un essai avait découvert une augmentation de la BP avec la tai chi (de 5 mmHg 95% à 6.67).","En raison du petit nombre d'études à court terme et de la variabilité entre elles, nous ne sommes pas parvenus à déterminer de façon concluante si oui ou non le tai-chi était bénéfique pour réduire le risque cardio-vasculaire chez les adultes en bonne santé et chez les adultes présentant un risque accru de MCV, bien que des effets bénéfiques pour les facteurs de risque cardio-vasculaire ont été observés dans certaines études.",Simplify sentence from English to French: 
15,Statins had uncertain effects on progression of CKD.,Les établis a des effets incertaines sur la progression de la CCK.,"Bien que l'utilisation des statines n'ait pas réduit clairement les risques de progression de l'insuffisance rénale, elles peuvent être recommandées pour réduire les risques de décès et d'événements cardiaques chez les personnes qui sont aux premiers stades de l'insuffisance rénale.",Simplify sentence from English to French: 
16,Available treatments for melasma are unsatisfactory.,Toutes les treatments disponibles pour la melasma sont non satisfaisantes.,Le mélasma épidermique est le plus superficiel et se caractérise par une augmentation de la pigmentation cutanée (mélanine) dans la couche supérieure de la peau (épiderme).,Simplify sentence from English to French: 
17,Randomised controlled trials that evaluated topical and systemic interventions for melasma.,"En cas d'élosion, les interventions proposées visent l'augmentation de la lèvre, les traitements d'amoxilation, en périodique d'immobilisation et dans la pénurie.",Les informations actuellement disponibles sont insuffisantes pour déterminer le meilleur traitement contre le mélasma.,Simplify sentence from English to French: 
18,Methodologically rigorous trials are needed to investigate interventions aimed at preventing the uptake of tobacco use amongst Indigenous youth and to assist in bridging the gap between tobacco-related health disparities in Indigenous and non-Indigenous populations.,Les épreuves méthodologiquement rigoureuses sont nécessaires pour les étudier l'impact des interventions visant à prévenir le tabaq entre jeunes Indiens et à bridging les différences entre les disparités liées aux troubles sexuelles liées aux tabaqes dans la population non indigène.,Cette étude a constaté qu'il n'y a pas assez de recherche publiée sur l'évaluation de programmes visant à dissuader les jeunes autochtones de commencer à consommer du tabac.,Simplify sentence from English to French: 
19,Statin-related effects on stroke and kidney function were found to be uncertain and adverse effects of treatment are incompletely understood.,On a constaté que les effets relatifs à la plaque et le fonctionnement du renal étaient inesquites et les effets négatives d’un traitement sont insuffisant.,"Cependant, les effets secondaires potentiels sont incertains et doivent être davantage étudiés.",Simplify sentence from English to French: 
20,"Indigenous youth in particular commence smoking at an early age, and a disproportionate burden of substance-related morbidity and mortality exists as a result.","Dans un cas de morbidité et morts liées à une substance, l'infantissement d'origine survient à l'enfant d'indien - mais de telles jeunes ont déjà commencé à la fume à l'âge d'âge.",Les préjudices à la santé qui y sont associés sont inacceptables.,Simplify sentence from English to French: 
21,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,"Encontrammons tous les trials cliniques randomisées comparing les trousses du modèle de les box modèles à la training de jeunes les plus expérimentés, qui ne présentent pas l’expérience de laparoscopie préalable.",Nous avons cherché à déterminer si la formation utilisant des modèles en boite est utile chez ces stagiaires en termes d'amélioration des résultats techniques par une recherche exhaustive de la littérature médicale pour trouver des essais cliniques randomisés.,Simplify sentence from English to French: 
22,"Triple-combination cream was significantly more effective at lightening melasma than hydroquinone alone (RR 1.58, 95% CI 1.26 to 1.97) or when compared to the dual combinations of tretinoin and hydroquinone (RR 2.75, 95% CI 1.59 to 4.74), tretinoin and fluocinolone acetonide (RR 14.00, 95% CI 4.43 to 44.25), or hydroquinone and fluocinolone acetonide (RR 10.50, 95% CI 3.85 to 28.60).","La crème triple par combination était significativement plus efficace pour combler les melasmées que la hydroquinone alone (RR 1.26, 95% CI 1.26 à 1.79), soit, comparativement, à la combinaison d'une combinaison d'atténuants tretinoin et l'hycquinone (RR 2.75, 95% CI 1.59 à 4.74), de tretinoin et l'acetonide fluocinolone (RR 14.00, 95% CI 4.43 à 44.25), ou de l'hycquinone et l'acetonide fluocinolone (RR 10.50, 95% CI 3.85 à 28.60).","La crème associant 3 produits était significativement plus efficace pour l’'éclaircissement du mélasma, comparativement à l'hydroquinone seule ou des crèmes associant deux produits comme la trétinoïne et l'hydroquinone, la trétinoïne et l'acétonide de fluocinolone ou encore l'hydroquinone et l'acétonide de fluocinolone.",Simplify sentence from English to French: 
23,We searched until January 2016.,Nous avons recherché jusqu'en janvier 2016.,Les données probantes sont à jour jusqu'en janvier 2016.,Simplify sentence from English to French: 
24,Remote ischaemic conditioning (RIC) has been developed as a neuroprotective strategy to prevent and treat ischaemic stroke.,Cette condition occupante de l' ischaemique a été mis en uvre pour adolescentes au sexe au dessus des deux niveaux à l'intérieur.,Le conditionnement ischémique à distance (CID) est une stratégie visant à protéger et à prévenir les lésions des tissus cérébraux en améliorant leur capacité à tolérer un débit sanguin réduit.,Simplify sentence from English to French: 
25,Statins consistently lower death and major cardiovascular events by 20% in people with CKD not requiring dialysis.,Les statins avancés par concerte pour réduire la mortalité et les événements cardiovasculars principaux en 20 % chez les personnes atteintes au CDA qui ne l’ont pas besoin de dilazion.,Le traitement par statines s'est également avéré efficace dans la réduction des maladies et des décès cardiaques chez les personnes atteintes d'IRC sans maladie cardiaque.,Simplify sentence from English to French: 
26,There was no significant difference in the time taken to complete the task in the remaining three comparisons (reverse alignment versus forward alignment box training; box trainer suturing versus box trainer drills; and single incision versus multiport box model training).,"No est pas significative d'un écart en terme à la durée d'exécution, en ce qui concerne les trois comparations: la formation de outils de par rapport aérien des épineurs, à savoir la formation des outils d'incision de la courbeté, ainsi qu'un écart d'incision d'une chaîne à plusieurs délégations.",Il ne semble pas y avoir de différences significatives dans les différentes méthodes de formation utilisant des modèles en boite.,Simplify sentence from English to French: 
27,We located 10 RCTs involving 2961 participating surgeons performing an operation in which the use of blunt needles was compared to the use of sharp needles.,"Nous avons en fait des TIC pour 10 RCT en mettant en place l’accent sur 2961 patients à l’operation, que l’utilisation d’endroits blunts a été comparede à l’utilisation d’endroits pailles.",Nous avons trouvé 10 ECR recouvrant 2961 opérations dans lesquelles des aiguilles émoussées ont été comparées à des aiguilles pointues.,Simplify sentence from English to French: 
28,We also contacted investigators involved with the identified trials for other published or unpublished trials.,Nous avons également convoqué les chercheurs concernant les différentes étapes identifiés pour les autres premières étapes publiés ou une première des études.,Nous avons également écrit aux chercheurs pour obtenir davantage d'essais.,Simplify sentence from English to French: 
29,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,"Les taux sont 24,5 pour le pescaud et 10.9 pour le discagm du UK.",Un essai organisé au Royaume-Uni a donné des résultats similaires.,Simplify sentence from English to French: 
30,To assess the benefits and harms of RIC for preventing ischaemic stroke and for treating people with ischaemic stroke and those at risk for ischaemic stroke.,évaluer les avantages et les éléments de la RIC en vue de supprimer le stroke insécutif et en vue de réduire les risques liées à l’insécutif.,"Quels sont les avantages du conditionnement ischémique à distance (une thérapie physique non invasive qui consiste à gonfler les brassards de tensiomètre pour réduire le débit sanguin dans les bras et les jambes, puis à libérer ce sang dans le corps) chez les personnes victimes d'un AVC ou celles à risque d'un AVC causé par un faible débit sanguin ?",Simplify sentence from English to French: 
31,"In four studies, the use of blunt needles reduced the number of self-reported needle stick injuries with a RR of 0.31 (95% CI 0.14 to 0.68).","In four studies, l'utilisation des nejéros strru00f7u a réduit l'injurage autoremprésenté aux nejéros d'une rRR de 0,31, en moyenne de 0,14 à 0,68.","Dans quatre études, l'utilisation d'aiguilles émoussées a également réduit de 69% le nombre de piqûres accidentelles signalées par les intéressés (intervalle de confiance à 95% : 14% à 68%).",Simplify sentence from English to French: 
32,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Ils peuvent être groupes dans ceux qui incluent une agent de bleachage comme la hydroquinone, les crèmes de triple combinaison (hydroquinone, tretinoin et acetoné fluocinolone), et des thérapies combinatifs (hydroquinone, crème de tretinoin et peels acétiques glycoleuses), ainsi qu'une thérapie plus convenée qui include la rucinol, l'iontophrésis de vitamine C, des complexes de lumière tels qu'Hiobospot et Gigawhite.","Parmi les traitements conventionnels contre le mélasma, on trouve les crèmes solaires, les crèmes dépigmentantes (comme l'hydroquinone), les crèmes contre l'acné (comme l'acide azélaïque), les rétinoïdes topiques (comme la trétinoïne) et les exfoliants faciaux où une solution acide est utilisée pour éliminer les couches superficielles de la peau (comme les exfoliants à base d'acide glycolique).",Simplify sentence from English to French: 
33,Randomised controlled trials of tai chi lasting at least three months involving healthy adults or adults at high risk of CVD.,"Avéré à la recherche scientifique et s'établi aux titulaires des ouvrages canadiennes, on fait appel à son état des procédés d'et d'essais d'et d'essais des et de ces appareils.","Il y avait des variations dans la durée et le mode de tai-chi, et le suivi des interventions allait de 3 à 12 mois.",Simplify sentence from English to French: 
34,There were no significant differences in the error score between the two groups in any of the comparisons (box trainer suturing versus box trainer drills; single incision versus multiport box model training; Z-maze box training versus U-maze box training).,"En l'espèce, nous avons en vigueur une variété de instruments, qu'un système de système des systèmes de commande a pris une forme de sortie, une variante de la voie de lancement de système de commande en ce qui concerne l'exécution du système d'exécution des systèmes de commande des systèmes des commandes; il n'y a pas de différences importantes dans la score de l'erreur entre les deux groupes, dans n'importe la fois des drogues d'entraînement des boxes les entraîneurs ont posé entre la portée de sous-ploire et des savorées d'excellence; n'y avait pas de différences importantes dans la score de l'erreur entre les deux groupes dans n'importe quelle des drogues comparées (suturing du box trainer entre ses deux essais; formation de single incision à l'étude de modèle multiport; l'elaboration de l'école de l'école Z-maze et l'établissement de l'établissement de l'école de l'école U-maze).",Il ne semble pas y avoir de différences significatives dans les différentes méthodes de formation utilisant des modèles en boite.,Simplify sentence from English to French: 
35,"Surgical training has traditionally been one of apprenticeship, where the surgical trainee learns to perform surgery under the supervision of a trained surgeon.",L'établissement du chirurgie est à sa fin une académie où le chirurgien apprend de faire la chirurgie sous l'aide de un chirurgien infirmier.,"La formation chirurgicale est traditionnellement, constituée d'un apprentissage où le stagiaire chirurgien apprend à pratiquer la chirurgie sous la supervision d'un chirurgien formé.",Simplify sentence from English to French: 
36,"To compare the benefits and harms of box model training versus no training, another box model, animal model, or cadaveric model training for surgical trainees with no prior laparoscopic experience.","Une comparison des avantages et des dommages résultant du training de modèle box contre un modèle aucune – non même, d’autres modèles de modèle, d’animaux ou d’autres modèles cadaveriques for chirurgical trainees à laparoscopicais dont ils ont eu s’expérience préalables.",Nous avons cherché à déterminer si la formation utilisant des modèles en boite est utile chez ces stagiaires en termes d'amélioration des résultats techniques par une recherche exhaustive de la littérature médicale pour trouver des essais cliniques randomisés.,Simplify sentence from English to French: 
37,Statins have an important role in primary prevention of cardiovascular events and mortality in people who have CKD.,"L'on obtient un rôle important de traiter les événements et le mort, en particulier pour les personnes atteints de VCH.","Bien que l'utilisation des statines n'ait pas réduit clairement les risques de progression de l'insuffisance rénale, elles peuvent être recommandées pour réduire les risques de décès et d'événements cardiaques chez les personnes qui sont aux premiers stades de l'insuffisance rénale.",Simplify sentence from English to French: 
38,"Randomised controlled trials, controlled clinical trials and non-randomised studies (if they reported on outcome stratified by antithrombotic treatment and included at least four patients) of anticoagulants or antiplatelet agents for the treatment of extracranial internal carotid artery dissection.",Les essais et études cliniques sérorées et les études nonrandomisées (s’ils ont rapporté des résultats stratifiés par traitement antitraumétique et accompagnées aux moins quatre patients) d’anticocultantes ou antiplatelets contre la diffusion de l’ateriade interne aérodégraphique extracraniale.,"Les médicaments qui fluidifient le sang, comme l'aspirine et les anticoagulants, pourraient prévenir la formation de caillots et donc prévenir l'accident vasculaire cérébral (AVC) chez les personnes souffrant de dissection de l'artère carotide.",Simplify sentence from English to French: 
39,"The adverse events most commonly reported were mild and transient such as skin irritation, itching, burning, and stinging.","Les événements à effet qui s'en sont les moins anormales sont comme : interception, itchissement, blessure et stinging.","Les effets secondaires rapportés le plus fréquemment par les participants et les médecins étaient une peau sèche, rouge et irritée.",Simplify sentence from English to French: 
40,"This is time consuming, costly, and of variable effectiveness.","C'est un emploi coûteux, coûteux et d'efficacité variable.","Cette intervention est coûteuse, se révèle fastidieuse, et a une efficacité variable.",Simplify sentence from English to French: 
41,We searched trial registers and reference lists of reviews for further studies.,Nous avons recherché les données de l'essai et les listes de référence des examens pour des études en cours.,Nous avons effectué des recherches dans des bases de données scientifiques pour les essais contrôlés randomisés (essais cliniques où les personnes sont assignées au hasard à l'un des deux ou à plusieurs traitements) qui examinent les effets du tai-chi chez des adultes présentant un risque élevé de développement de MCV.,Simplify sentence from English to French: 
42,The quality of studies evaluating melasma treatments was generally poor and available treatments inadequate.,On est en général inainsible de tirer suffisamment axé sur les traitements melasma et de faire des insuffisantes de traitements disponibles.,"Cependant, de nombreuses études étaient de faible qualité et portaient sur un nombre réduit de patients.",Simplify sentence from English to French: 
43,We also searched the Allied and complementary Medicine Database (AMED) and OpenGrey (inception to October 2012) and several Asian databases.,Nous avons aussi recherché la Réseau médicale intégré et complémentaire (AMED) et la Recherche et la présentation d'OPENGRY (en date du début de l'année 2012) et plusieurs bases d'asiatique.,Nous avons effectué des recherches dans des bases de données scientifiques pour les essais contrôlés randomisés (essais cliniques où les personnes sont assignées au hasard à l'un des deux ou à plusieurs traitements) qui examinent les effets du tai-chi chez des adultes présentant un risque élevé de développement de MCV.,Simplify sentence from English to French: 
44,We included randomised controlled trials (RCTs) comparing RIC with sham RIC or medical management in people with ischaemic stroke or at risk of ischaemic stroke.,Nous avons inclusi d’essais conscientes (CTs) qui comparent les interventions de BMC avec les interventions et/ou la gestion médicale en mettant l’accusé aux personnes à l’aide d’un clondour ischiosuficient ou à risque d’être en l’état de l’anomeis ischiosuficient.,Les études comparaient le CID au CID factice ou à la prise en charge médicale des personnes victimes d’un AVC ischémique ou à risque d'un AVC ischémique.,Simplify sentence from English to French: 
45,"In people with symptomatic intracerebral artery stenosis, recurrent stroke was significantly reduced by RIC (risk ratio (RR) 0.32, 95% confidence interval (CI) 0.12 to 0.83; 2 trials, 182 participants, low-quality evidence).","En faisant les études sur le reste de systémiques intracerebrales chez des personnes qui possèdent une stenosis intracerébrale similatida (rêvé de risque (RR) 0,32, intervalle de confiance (CI) 0,12 à 0,83; 2 essais, 182 participants, éléments de faible calit d’évidence d’indiquement faible quantit  de quality).","Chez les personnes présentant un rétrécissement des artères cérébrales, le CID peut potentiellement diminuer le risque d'AVC récidivants.",Simplify sentence from English to French: 
46,"The adverse events most commonly reported were mild and transient such as skin irritation, itching, burning, and stinging.","Les principales causeurs les plus souvent indiqués sont des environnements melange et transientes telles que l'immunité d'eau, le tache, le brûlage et le scorcher.",Aucun effet secondaire grave n'a été rapporté.,Simplify sentence from English to French: 
47,"The low quality evidence showed that brief co-incubation was associated with a significantly higher clinical pregnancy rate than the overnight insemination protocol (pooled OR 2.36, 95% CI 1.45 to 3.85; P = 0.0006, I2 = 0%).","L'étude établie par une méthode d'épidémie en âge indisant la co-incubation du jeune de moins de 91 heures et indique qu'elle est chez les jeunes moins élevés à la précédem de grossesse (pour la plupart de l'Or 2.36, 9.5, 9.75 à 3.85, P = 0.0006, PI = 0%).",Des données de faible qualité ont montré une augmentation des taux de grossesses en cours et de grossesses cliniques avec l'utilisation du protocole de co-incubation brève.,Simplify sentence from English to French: 
48,There was considerable heterogeneity between the studies included in this review and studies were small and at some risk of bias.,Il y a lieu d’échantillonner des études incluant dans cette étude et les études étaient grandes et en hausse une hausse de la biase.,"En raison du petit nombre d'études à court terme et de la variabilité entre elles, nous ne sommes pas parvenus à déterminer de façon concluante si oui ou non le tai-chi était bénéfique pour réduire le risque cardio-vasculaire chez les adultes en bonne santé et chez les adultes présentant un risque accru de MCV, bien que des effets bénéfiques pour les facteurs de risque cardio-vasculaire ont été observés dans certaines études.",Simplify sentence from English to French: 
49,There are currently no long-term trials examining tai chi for the primary prevention of CVD.,On n’a aujourd’hui pas de essais de long-terme en faveur de la tai chi pour la prévention du CVD.,Des essais de haute qualité et à plus long terme sont nécessaires afin de déterminer l'efficacité du tai-chi pour la prévention des MCV.,Simplify sentence from English to French: 
50,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","L’assainissement de la cardiovérification est la plus fréquente cause de pétition chez les personnes susceptibles de l’assainissement par la maladie du renminbi chronique (CND), pour lesquels les risques réelles de l’événements cardiovasculares sont similares à ceux qui ont déjà l’assainissement de l’ardent coronarier.",Le traitement par statines s'est également avéré efficace dans la réduction des maladies et des décès cardiaques chez les personnes atteintes d'IRC sans maladie cardiaque.,Simplify sentence from English to French: 
51,Twenty-five trials contributed data to the quantitative synthesis in this review.,Twenty cinq études ont entraîné des données quantitatifs dans cette revue.,Nous avons identifié et inclus 25 essais dans la revue.,Simplify sentence from English to French: 
52,"In the larger USA trial, the 12-month cumulative life-table termination rates per 100 women for overall pregnancy were 17.4 for the sponge and 12.8 for the diaphragm.","La dose de probléme de la pénitente de 12 mois, sur un table de longueur cumulative, selon 100 femmes en ce cas, avait augmenté de 17 4 fois pour la pépidera et de 162 dollars pour le diaphragm.","Sur 100 femmes utilisant une éponge pendant un an, environ 17 sont devenues enceintes, contre 13 parmi celles qui utilisaient un diaphragme.",Simplify sentence from English to French: 
53,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","Les cause de mort atteints (CRD) sont les plus fréquents dans le cas de l’adhesion en patients atteints de maladies chroniques (CND), pour laquelle le risque total des événements cardiacique a été similaire dans chaque personne que possède une maladie coronarye.","Cependant, les effets secondaires potentiels sont incertains et doivent être davantage étudiés.",Simplify sentence from English to French: 
54,"Overall, 14 trials (382 participants) provided data for quantitative comparison of different methods of box training.","En ensemble, 14 études (382 participants) encombent sur les données en vertu des paramètres numériques des différents méthodes d'entraînement en barreau.","Les caractéristiques de l'étude Les essais comparaient la formation utilisant des modèles en boite par rapport à l'absence de formation (16 essais; 464 participants) ou par rapport à différents types de formation utilisant des modèles en boite (14 essais; 382 participants) (certains essais et participants ont été inclus dans les deux comparaisons, car les essais avaient comparé différentes méthodes de formation utilisant des boites par rapport à l'absence de formation). Résultats principaux",Simplify sentence from English to French: 
55,"Three trials reported lipid levels and two found reductions in total cholesterol, LDL-C and triglycerides (total cholesterol reductions ranged from -1.30 mmol/L (95% CI -1.57 to -1.03) to -0.50 mmol/L (95% CI -0.74 to -0.26): LDL-C reductions ranged from -0.76 mmol/L (95% CI -0.93 to -0.59) to -0.59 mmol/L (95% CI -0.80 to -0.38): triglyceride reductions ranged from -0.46 mmol/L (95% CI -0.62 to -0.30) to -0.37 mmol/L (95% CI -0.67 to-0.07)) and increased HDL-C with the intervention (HDL-C increases ranged from 0.61 mmol/L (95% CI 0.51 to 0.71) to 0.16 mmol/L (95% CI 0.02 to 0.30)), while the third study found no clear evidence of a difference between groups on lipid levels.","Trialement a constaté trois essais, a pris liages et ont établie d'une diminution de lièvre totale, lièvre DL-C et triglycerides (déduction totale de lièvre de lièvre du présent taux a soit de -1,30 mmol / L (95% CI -1,57 à -1.03) à -0.50 mmol / L (95% CI -0.74 à -0.26): réductions de lièvre de lièvre de lièvre de lièvre de lièvre a été attribué à -0.76 mmol / L (95% CI -0.93 à -0.59) à -0.59 mmol / L (95% CI -0.80 à -0.38); réduction de triglycerides a été établie à -0.46 mmol / L (95% CI -0.62 à -0.30) à -0.37 mmol / L (95% CI -0.77 à -0.27)) et a augmenté de l'HCD grâce à l'incentiment (augmentations d'HCD d'entre 0,61 mmol / L (95% CI 0,51 à 0.71) à 0,16 mmol / L (95% CI 0,02 à -130)) et amélioré de la CHDL avec l'intervention (accroissement de l'HDL-C a augmenté de 0.61 mmol / L (95% CI 0,51 à 0.71) à 0,16 mmol / L (95% CI 0,02 à 0.30))","En raison du petit nombre d'études à court terme et de la variabilité entre elles, nous ne sommes pas parvenus à déterminer de façon concluante si oui ou non le tai-chi était bénéfique pour réduire le risque cardio-vasculaire chez les adultes en bonne santé et chez les adultes présentant un risque accru de MCV, bien que des effets bénéfiques pour les facteurs de risque cardio-vasculaire ont été observés dans certaines études.",Simplify sentence from English to French: 
56,There appears to be no significant differences in the improvement of technical skills between different methods of box model training.,"En conséquence, il n’y a pas de différences significatives dans le cas d’améliorer les compétences techniques entre différents méthode de formation des modèles.",Il ne semble pas y avoir de différences significatives dans les différentes méthodes de formation utilisant des modèles en boite.,Simplify sentence from English to French: 
57,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","La maladie cardiovasculaire (CRD) est la plus fréquente cause de morse chez les personnes qui ont approuvé une maladie chronique (CKD) chez les personnes qui ont atteint des mesures pour rassurer la sécurité et à l'état des progrès, où les risques pour les taux d'action cardiovascular ont été similaires à celles qui ont déjà présentent la maladie coronarie.",Les adultes atteints d'insuffisance rénale chronique (IRC) ont un risque élevé de développer des complications de maladie cardiaque.On pense que le traitement par statines diminue le cholestérol et réduit les risques de décès et de complications de maladie cardiaque.,Simplify sentence from English to French: 
58,This review highlights the paucity of data and the need for more research in this area.,Ce revoir souligne le manque de données et le besoin de la recherche de plus en plus dans le domaine.,Cette étude a constaté qu'il n'y a pas assez de recherche publiée sur l'évaluation de programmes visant à dissuader les jeunes autochtones de commencer à consommer du tabac.,Simplify sentence from English to French: 
59,"Four RCTs compared ultrasound with palpation, and one compared ultrasound with Doppler auditory assistance.","Fourro RCT ont comparé l'équateur avec la pèleration, et une seule et l'audiovisuel n'avait pas été comparé.",Nous avons trouvé cinq études admissibles : quatre comparant l'échographie à la palpation et une comparant l'échographie à l'assistance auditive Doppler.,Simplify sentence from English to French: 
