,input,output,gold,prefix
10,High-quality randomised controlled trials on well-defined participants with long-term outcomes to determine the duration of response are needed.,Se necesitan más ensayos controlados aleatorizados de alta calidad con participantes bien desarrollados con resultados a largo plazo para determinar la duración de la respuesta.,Se necesitan estudios de alta calidad que comparen los tratamientos para esta afección difícil de tratar.,Simplify sentence from English to Spanish: 
11,"The cure rate in short-term follow-up was similar between the groups, however there is significant uncertainty in this result due to the high heterogeneity.","El seguimiento a corto plazo fue similar entre los grupos, pero hubo cierta certeza con respecto a este resultado debido a la alto heterogeneidad en este resultado.","La curación en el momento del seguimiento a corto plazo fue similar entre los grupos; sin embargo, hay dudas significativas en cuanto a este resultado que pueden ser consecuencia de la antigüedad de uno de los estudios y del agente diferente utilizado en comparación con los otros estudios.",Simplify sentence from English to Spanish: 
12,We did not find any completed randomised trials.,No se encontraron ensayos aleatorizados completados.,No se encontraron ensayos aleatorios finalizados que probaran estos fármacos en pacientes con disección carotídea.,Simplify sentence from English to Spanish: 
13,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,"Las tasas de asistencia respiratoria fueron de un 2,4 para la secreción del vejiga y 1 0,9 para el diafragmata.","De cada 100 mujeres que utilizaron la esponja durante un año, unas 25 quedaron embarazadas.",Simplify sentence from English to Spanish: 
14,All but one trial were at high risk of bias.,Todos los estudios fueron de alto riesgo de sesgo.,"Todos los ensayos excepto uno presentaron un alto riesgo de sesgo (defectos en el diseño del estudio que pueden dar lugar a conclusiones incorrectas, es decir, sobrestimación de los efectos beneficiosos y subestimación de los efectos perjudiciales).",Simplify sentence from English to Spanish: 
15,"To assess interventions used in the management of all types of melasma: epidermal, dermal, and mixed.","Se revisó la evidencia sobre la eficacia de la intervención con esteroides e epidérmicos, dermal y mixtos.",El melasma mixto es una combinación del melasma epidérmico y dérmico.,Simplify sentence from English to Spanish: 
16,"We included seven trials, involving 735 participants, in this review.","Se incluyeron siete ensayos, que incluyeron 735 participantes.","Esta revisión incluyó siete estudios (específicamente ensayos controlados aleatorizados), en los que participaron 735 pacientes.",Simplify sentence from English to Spanish: 
17,Surgeons and their assistants are especially at risk of exposure to blood due to glove perforations and needle stick injuries during operations.,Los profesionales sanitarios y sus asistentes son especialmente en riesgo de exposición al rión debido al riesgo de decbito de las heridas o heridas por gotos de tomandura de las vejigas durante la ciruga.,Estas lesiones pueden causar infección por VIH u otros virus transmitidos por la sangre.,Simplify sentence from English to Spanish: 
18,"Fibrates are a class of drugs characterised by mainly lowering high triglyceride, raising high-density lipoprotein (HDL) cholesterol, and lowering the small dense fraction of low-density lipoprotein (LDL) cholesterol.",Los fibratos se mantienen principalmente con concentración de leucoproténa y suplementas de alucinación y fenóprino bajo densidad de lipoproténa de balucina.,"Los fibratos son una clase de fármacos que funcionan al influir positivamente en las grasas de la sangre, es decir, reducen los triglicéridos, aumentan el colesterol de lipoproteína de alta densidad (""bueno"") y disminuyen la fracción densa pequeña del colesterol de lipoproteína de baja densidad (""malo"").",Simplify sentence from English to Spanish: 
19,To assess the effects of anabolic steroids for treating pressure ulcers.,Esta revisión examinó los efectos de esteroides anabólicos para el tratamiento de las lceras por presión.,Se deseaba determinar si los esteroides anabolizantes fueron efectivos en el tratamiento de las úlceras por presión y si provocaron algún efecto perjudicial.,Simplify sentence from English to Spanish: 
20,More RCTs are required to assess whether brief co-incubation would contribute to a higher live birth rate and a lower miscarriage rate compared to the standard overnight insemination protocol.,"Se necesitan ECA adicionales para identificar si la co-incubación breve también da lugar a una tasa de nacidos vivos y abortos espontáneos mejores en comparación con la protocolo de inserción estándar, con una tasa de embarazo más pequea en comparación con el tratamiento de inserción estándar.",Se necesitan más estudios para evaluar si la coincubación breve contribuye a una tasa mayor de nacidos vivos y a una menor de aborto espontáneo en comparación con protocolo estándar de inseminación durante la noche.,Simplify sentence from English to Spanish: 
21,Laparoscopic box model training appears to improve technical skills compared with no training in trainees with no previous laparoscopic experience.,Las pruebas disponibles en los estudios indican que la entrenamiento con modelo con rocorolaparoscópico parece mejorar las habilidades técnicas comparadas con ninguna entrenamiento en entrenamiento en los esteroides con ninguna experiencia laparoscópica anterior.,"El entrenamiento con simulador parece disminuir el tiempo requerido para realizar una tarea laparoscópica, mejorar la exactitud, y disminuir los errores, y mejora el rendimiento general.",Simplify sentence from English to Spanish: 
22,"Nine trials measured blood pressure, six individual trials found reductions in SBP (reductions ranged from -22.0 mmHg (95% confidence interval (CI) -26.3 to -17.7) to -11.5 mmHg (95% CI -21.5 to -1.46)), two trials found no clear evidence of a difference (however, CIs were wide and an increase or decrease in SBP cannot be ruled out), and one trial found an increase in SBP with tai chi (increase 5.2 mmHg, 95% CI 3.73 to 6.67).","Nueve ensayos midieron la presión arterial, seis ensayos individuales encontraron reduciones en la hipertensión; dos ensayos no encontraron pruebas claras de una diferencia (todos ensayos yuna discapacidad del nmero de pacientes que presentaban hipertensión abdominal; y un ensayo encontró un aumento en la hipertensión arterial (una reducción o una reducción en la hipertensión).","Debido al escaso número de estudios a corto plazo y la variabilidad entre ellos, no fue posible determinar de manera concluyente si el tai chi fue beneficioso para reducir el riesgo cardiovascular en los adultos sanos y los adultos con mayor riesgo de EC, aunque en algunos estudios se observaron efectos beneficiosos sobre los factores de riesgo de EC.",Simplify sentence from English to Spanish: 
23,"To assess the efficacy and safety of fibrates for the prevention of serious vascular events in people with previous cardiovascular disease (CVD), including coronary heart disease and stroke.",Esta revisión examinó el efecto de los fibrados para prevenir las venas graves (VEQ) en pacientes con drepanocitosis anterior.,"El objetivo de este estudio fue evaluar el efecto de los fibratos para la prevención de eventos graves que incluyen los ataques cardíacos, los accidentes cerebrovasculares y la muerte debido a enfermedades circulatorias en los pacientes con enfermedades circulatorias existentes.",Simplify sentence from English to Spanish: 
24,Statins had uncertain effects on progression of CKD.,Estatinas tuvieron un efecto incierto sobre la progresión del drepanocitosis en los adultos con infección de la enfermedad crónica.,"Aunque la administración de estatinas no redujo claramente los riesgos de progresión de la nefropatía, pueden recomendarse para reducir los riesgos de muerte y eventos cardíacos en pacientes con nefropatía en estadio inicial.",Simplify sentence from English to Spanish: 
25,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL; 2014, Issue 6) in The Cochrane Library, MEDLINE via Ovid SP (1966 to June 2014) and Embase via Ovid SP (1980 to June 2014).",Se realizaron bsquedas en la literatura central en 2014 y 2014.,La evidencia está actualizada hasta junio de 2014.,Simplify sentence from English to Spanish: 
26,"Where results were reported for individual participants in 17 studies, 'no worse than mild pain' was achieved by 96% of participants (362/377), and an outcome equivalent to treatment success in 63% (400/638).","Cuando se informó el resultado en 17 estudios, el 96% de los participantes (362/377 participantes) logró ""ningn trastorno"" como mejora.","Más de seis de cada diez participantes estuvieron muy satisfechos con el tratamiento con morfina, o consideraron que el resultado fue muy bueno o excelente.",Simplify sentence from English to Spanish: 
27,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library, 2016, Issue 9), Ovid MEDLINE (1950 to September 2016), Ovid Embase (1974 to September 2016), Science Citation Index Expanded (1970 to September 2016), Chinese Biomedical Literature Database (CBM) (1978 to September 2016), ClinicalTrials.gov (September 2016), and World Health Organization International Clinical Trials Registry Platform (September 2016).",Se buscaron estudios publicados hasta septiembre 2016.,"Los estudios se realizaron en los EE.UU., Australia, China, Finlandia y Países Bajos.",Simplify sentence from English to Spanish: 
28,"Based on the available evidence, physical disruption of a fibrin sheath using interventional radiology techniques appears to be equally efficacious as the use of a pharmaceutical thrombolytic agent for the immediate management of dysfunctional catheters (57 participants: RR 0.92, 95% CI 0.80 to 1.07).","Segn las pruebas disponibles disponibles, el dissuaso fisiológico de un hgado ovárico de un catéter de fibrina utilizado en las técnicas de radiologa inmediata parece ser similar a el uso de un agente trombólético farmacológico para el tratamiento inmediato de los catéteres difundidos y es tan bueno de tiempo que el uso de un agente trombólético farmacológico para el tratamiento inmediato de los catéteres de fibrina.",La alteración física de una vaina de fibrina puede tener la misma efectividad que el agente trombolítico farmacéutico para el tratamiento inmediato de la disfunción del catéter.,Simplify sentence from English to Spanish: 
29,"Most studies had a high risk of bias due to poor study design, broad inclusion criteria, low patient numbers and industry involvement.","La mayora de los estudios tuvieron un alto riesgo de sesgo debido al diseo deficiente de los estudios, los criterios de inclusión amplios, los nmeros de pacientes y la participación de la industria.",La calidad de la evidencia es limitada por el tamaño de estudio pequeño y el alto riesgo de sesgo.,Simplify sentence from English to Spanish: 
30,Available treatments for melasma are unsatisfactory.,"Sin embargo, no hay ningn tratamiento.",El melasma epidérmico es el más superficial con un aumento del pigmento de la piel (melanina) en la capa superior de la piel (epidermis).,Simplify sentence from English to Spanish: 
31,"Pooled analyses for adverse events suggest lower risk of nausea and vomiting with propofol than with sevoflurane (risk ratio (RR) 0.68, 95% CI 0.51 to 0.91, low-quality evidence) or isoflurane (RR 0.45, 95% CI 0.26 to 0.78) and greater risk of haemodynamic changes with propofol than with sevoflurane (RR 1.85, 95% CI 1.07 to 3.17), but no differences in the risk of shivering or pain.",La evidencia en esta revisión sugieren que el peptofol no es mejor que el sevoflurano o el isoflurano para prevenir los náuseas y los vómitos sin mejora en el dolor y el corazón.,"Aunque el isoflurano se asoció con un despertar más lento (alrededor de tres minutos y medio) en comparación con el propofol, los investigadores no encontraron diferencias importante entre el propofol y el sevoflurano.",Simplify sentence from English to Spanish: 
32,Randomised controlled trials that evaluated topical and systemic interventions for melasma.,Se buscaron ensayos controlados aleatorizados (ECA) que comparaban intervenciones tópicas y sistemáticas para tratar el mélanasmo.,En la actualidad no se dispone de información adecuada para determinar el mejor tratamiento para el melasma.,Simplify sentence from English to Spanish: 
33,"The review contains only one trial with a total of 212 participants, all with spinal cord injury and open pressure ulcers classed as stage III and IV.","Se incluyó un estudio con un total de 212 participantes, todos con lesiones del médula espinal y lceras de presión abiertas (las complicaciones se clasificaron como etapa II y IV).",Sólo se encontró un ensayo con un total de 212 participantes.,Simplify sentence from English to Spanish: 
34,To assess the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents treated in an outpatient setting.,Esta revisión analiza si la terapia psicológica individual especfica para la anorexia nerviosa es efectiva para los pacientes y los adolescentes adultos o mayores tratados en un ámbito externo.,¿Quién estará interesado en esta revisión? Esta revisión será de interés para los pacientes con experiencia vivida de anorexia nerviosa y para las personas involucradas en su cuidado. ¿Qué estudios se incluyeron en la revisión?,Simplify sentence from English to Spanish: 
35,"This review contains a total of 62 included studies, with 4241 participants.",Esta revisión incluye 62 estudios relevantes con 4241 participantes.,Se encontraron 62 estudios con 4241 participantes.,Simplify sentence from English to Spanish: 
36,Methodologically rigorous trials are needed to investigate interventions aimed at preventing the uptake of tobacco use amongst Indigenous youth and to assist in bridging the gap between tobacco-related health disparities in Indigenous and non-Indigenous populations.,"Se necesitan ensayos que se deben investigar las intervenciones dirigidas a prevenir la tomar consumo de tabaco a los jóvenes intelectuales de jóvenes indigencias, as como a abordar la escala entre las disparaciones de salud relacionada con el consumo de tabaco en poblaciones indigencias y no indigencias.","Esta revisión halló que no existe investigación publicada que evalúe los programas orientados a evitar que los jóvenes indígenas no consuman tabaco. La información de dos estudios incluidos en esta revisión (1505 participantes en total, en comunidades de nativos americanos) no permite realizar una conclusión sobre si los programas de prevención del consumo de tabaco en las poblaciones indígenas evitan que los jóvenes consuman tabaco con o sin humo.",Simplify sentence from English to Spanish: 
37,"The focus of treatment has moved to an outpatient setting, and a number of differing psychological therapies are presently used in treatment.","La práctica del tratamiento ha cambiado al ámbito de enfermedad, y es probable que an se usan en su trabajo de parto.",Esta revisión intentó evaluar las evidencia acerca de los efectos del tratamiento psicológico individual (tratamiento proporcionado a un pacientes en lugar de a un grupo) administrado en contextos ambulatorios a adolescentes mayores y adultos con anorexia nerviosa.,Simplify sentence from English to Spanish: 
38,"Several are under development, but only one (MSP/RESA, also known as Combination B) has been tested in randomized controlled trials.","Hubo varios ensayos realizados y controlados aleatorizados, y uno mostró que puede reducir el dolor para seguimiento y la función muscular.","Una vacuna para esta fase, MSP/RESA (también conocida como Combinación B), ha sido probada en pruebas de campo en Papua Nueva Guinea.",Simplify sentence from English to Spanish: 
39,Statin-related effects on stroke and kidney function were found to be uncertain and adverse effects of treatment are incompletely understood.,La evaluación de los efectos de la statina sobre la función renal no está claro.,"Sin embargo, los posibles efectos secundarios son inciertos y requieren mayor estudio.",Simplify sentence from English to Spanish: 
40,"Indigenous youth in particular commence smoking at an early age, and a disproportionate burden of substance-related morbidity and mortality exists as a result.",Es probable que la morbilidad de los nios de ingesta a un término temprano o un pas a tener un empeoramiento de salud y muerte debido a una pérdida del tratamiento.,Los daños asociados a la salud son inadmisibles.,Simplify sentence from English to Spanish: 
41,We found four small studies that met the inclusion criteria.,Se encontraron cuatro estudios pequeos que cumplieron los criterios de inclusión.,Se encontraron cuatro estudios pequeños después de una extensa búsqueda en la literatura.,Simplify sentence from English to Spanish: 
42,"Although carbon dioxide meets most of the requirements for pneumoperitoneum, the absorption of carbon dioxide may be associated with adverse events.","Aunque la droga de carbono con mayor frecuencia es la requisito para la neumoperitoneo, la absorption de droga de carbono puede estar asociada con eventos adversos.","Sin embargo, el uso de dióxido de carbono puede causar complicaciones cardíacas o pulmonares.",Simplify sentence from English to Spanish: 
43,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,Se encontraron pruebas para incluir todos los ensayos relevantes.,Se procuró determinar si el entrenamiento con simulador es útil en dichos médicos practicantes en cuanto a la mejoría de los resultados técnicos mediante una búsqueda minuciosa de la bibliografía médica para obtener ensayos clínicos aleatorios.,Simplify sentence from English to Spanish: 
44,"Moderate evidence showed that the fibrate class can be effective in the secondary prevention of composite outcome of non-fatal stroke, non-fatal MI, and vascular death.",La evidencia moderada indica que el clase de fibrato puede ser efectivo para prevenir el evento cerebrovascular (MMC) y la muerte vascular.,"En combinación con los datos del clofibrato, la calidad de la evidencia fue moderada para el resultado compuesto (accidente cerebrovascular no mortal, infarto de miocardio [IM] no mortal y muerte por causa vascular) y el resultado IM (no mortal o mortal) y baja para el accidente cerebrovascular (isquémico o hemorrágico, no mortal o mortal) y la muerte por causa vascular o por cualquier causa durante el tratamiento y el período de seguimiento programado.",Simplify sentence from English to Spanish: 
45,"Triple-combination cream was significantly more effective at lightening melasma than hydroquinone alone (RR 1.58, 95% CI 1.26 to 1.97) or when compared to the dual combinations of tretinoin and hydroquinone (RR 2.75, 95% CI 1.59 to 4.74), tretinoin and fluocinolone acetonide (RR 14.00, 95% CI 4.43 to 44.25), or hydroquinone and fluocinolone acetonide (RR 10.50, 95% CI 3.85 to 28.60).",El crema triple combinación fue mejor que la hidroxiquinona sola o cuando se comparó la combinación de tretinoina y fluocinolona con acetónido fluocinolono.,"La crema de combinación triple fue significativamente más eficaz para aclarar el melasma comparada con la hidroquinona sola o con las combinaciones duales como la tretinoina y la hidroquinona, la tretinoina y el acetónido de fluocinolona, o la hidroquinona y el acetónido de fluocinolona.",Simplify sentence from English to Spanish: 
46,Anabolic steroids are considered because of their ability to stimulate protein synthesis and build muscle mass.,Los esteroides de base se consideran debido a la capacidad de estimular el análisis protenica y crecer masa muscular emocionadas por el hombre.,"Se piensa que promueven el crecimiento del músculo esquelético y restauran la masa muscular, lo que podría ayudar en la cicatrización de las úlceras por presión.",Simplify sentence from English to Spanish: 
47,We searched until January 2016.,Se hicieron bsquedas hasta enero 2016.,La evidencia está actualizada hasta enero 2016.,Simplify sentence from English to Spanish: 
48,Remote ischaemic conditioning (RIC) has been developed as a neuroprotective strategy to prevent and treat ischaemic stroke.,La adaptación isquémica de cálulas séricas (AICS) es una estrategia neuroprotector para prevenir y tratar el accidente cerebrovascular isquémico.,El condicionamiento isquémico remoto (CIR) es una estrategia para proteger y prevenir el daño al tejido cerebral al mejorar su capacidad de tolerar la reducción del flujo sanguíneo.,Simplify sentence from English to Spanish: 
49,Statins consistently lower death and major cardiovascular events by 20% in people with CKD not requiring dialysis.,La reducción continua de la tasa de muerte y eventos cardiovasculares graves con la estatina sin necesidad de una diálisis puede dar lugar a una mejora en las tasas de muerte y de eventos cardiovasculares importantes.,"También se encontró que el tratamiento con estatinas fue efectivo para reducir las enfermedades cardíacas y la muerte en pacientes con NC, pero que no presentan cardiopatía.",Simplify sentence from English to Spanish: 
50,There was no significant difference in the time taken to complete the task in the remaining three comparisons (reverse alignment versus forward alignment box training; box trainer suturing versus box trainer drills; and single incision versus multiport box model training).,"No hubo diferencias significativas en el tiempo necesario para completar el trabajo en tres tres comparaciones restantes (el entrenamiento en cinco estudios, 685 estudios, entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cuatro estudios, entrenamiento de cinco estudios, entrenamiento en cuatro estudios y entrenamiento en cinco estudios, entrenamiento de cinco estudios, entrenamiento de cinco estudios, entrenamiento en cuatro estudios, entrenamiento en cuatro estudios, entrenamiento en cuatro estudios, entrenamiento en cinco estudios, entrenamiento en un estudio, entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cuatro estudios, entrenamiento en un estudio y entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cinco estudios, entrenamiento en cuatro estudios, entrenamiento en las cinco estudios y entrenamiento en cuatro estudios, entrenamiento en multiporte de equipo multiporte o entrenamiento en cinco estudios, entrenamiento con cinco estudios, entrenamiento en cinco estudios, entrenamiento en multiporte de",No parece haber diferencias significativas en los diferentes métodos de entrenamiento con simulador.,Simplify sentence from English to Spanish: 
51,We located 10 RCTs involving 2961 participating surgeons performing an operation in which the use of blunt needles was compared to the use of sharp needles.,Se identificaron 10 ECA con 2961 médicos que realizaron una operación que fue realizada con agujas y cuando se comparó agujas tópicas con agujas tópicas y con agujas agujas.,Se localizaron diez ECA con 2961 cirugías en las que las agujas con punta roma se compararon con las agujas afiladas.,Simplify sentence from English to Spanish: 
52,"None of these trials assessed or reported data regarding other outcomes, and information was insufficient to show whether a specific antibiotic is better than another.",Ninguno de los ensayos evaluó o informó datos sobre otros resultados y fue insuficiente para demostrar si un antibiótico especfico es mejor que otro.,"Los estudios no midieron ninguno de los otros efectos de interés para los médicos o los pacientes, y la información fue insuficiente para indicar si algún antibiótico individual es mejor que otro.",Simplify sentence from English to Spanish: 
53,A malaria vaccine is needed because of the heavy burden of mortality and morbidity due to this disease.,"Los vaccins del paludismo son necesarios debido a la carga o la calidad peligrosa de la mortalidad y las inquietudes del uso y las terapias adicionales para ayudar a los pacientes con paludismo a prevenir la muerte, el anemia y las inquietudes de la duración del tratamiento del vacun.",Las vacunas son ampliamente consideradas un componente necesario para el éxito completo del control de la malaria.,Simplify sentence from English to Spanish: 
54,It was not clear if these trials were sufficiently powered to detect any clinical differences between formulations or comparator drugs.,No fue claro si los estos ensayos fueron el mejor forma de detectar diferencias clnicas entre las formulaciones o los fármacos comparatores.,lo cual dificultó la posibilidad de determinar si algún comprimido o preparado oral con morfina fue mejor que otro.,Simplify sentence from English to Spanish: 
55,We also contacted investigators involved with the identified trials for other published or unpublished trials.,También se agregaron a los investigadores participaron en los ensayos clnicos aleatorios y no publicados.,También se escribió a los investigadores para buscar más ensayos.,Simplify sentence from English to Spanish: 
56,The rates were 24.5 for the sponge and 10.9 for the diaphragm in the UK trial.,"Los tasas fueron de un 24,5 por un seguador y un 1,0 por un diafragma en el ensayo de frica de Reino Unido.",Un ensayo realizado en el Reino Unido obtuvo resultados similares.,Simplify sentence from English to Spanish: 
57,"Studies are old, often small, and were largely carried out for registration purposes and therefore were only designed to show equivalence between different formulations.","Los estudios fueron anciens, de forma considerable y fueron ampliamente realizados para proporcionar algunos usos y mostrar una equilibriidad entre diferentes formulaciones.","Los estudios a menudo fueron pequeños, compararon muchos preparados diferentes y usaron diferentes diseños de estudio.",Simplify sentence from English to Spanish: 
58,To assess the benefits and harms of RIC for preventing ischaemic stroke and for treating people with ischaemic stroke and those at risk for ischaemic stroke.,Los autores de la revisión examinaron los efectos de los CSI en el tratamiento de los pacientes con accidente cerebrovascular isquémico y los que tienen riesgo de accidente cerebrovascular isquémico.,¿Cuáles son los efectos beneficiosos del uso del condicionamiento isquémico remoto (una fisioterapia no invasiva que incluye inflar manguitos de presión arterial para reducir el flujo sanguíneo en los brazos y las piernas y luego liberar la sangre afectada hacia todo el cuerpo) en los pacientes con accidente cerebrovascular o en los que tienen riesgo de accidente cerebrovascular causado por la reducción del flujo sanguíneo?,Simplify sentence from English to Spanish: 
59,"In four studies, the use of blunt needles reduced the number of self-reported needle stick injuries with a RR of 0.31 (95% CI 0.14 to 0.68).","De cuatro estudios, el uso de agujas blandas redujo el nmero de lesiones del catéter de attillo con agujas autoreportida.","En cuatro estudios, el uso de agujas con punta roma también redujo el número de lesiones por pinchazo de aguja autoinformadas en un 69% (intervalo de confianza del 95%: 14% a 68%).",Simplify sentence from English to Spanish: 
60,"Fibrates are a class of drugs characterised by mainly lowering high triglyceride, raising high-density lipoprotein (HDL) cholesterol, and lowering the small dense fraction of low-density lipoprotein (LDL) cholesterol.","Los fibratos son un grupo de fármacos que se utiliza en todo el mundo para reducir el colesterol de lipoprotenas de tercerosis, como el colesterol de lipoprotenas de baja densidad (LDL), y disminuir el colesterol de lipoprotenas de baja densidad (LDL).","El ajuste exitoso de las grasas sanguíneas en los pacientes con enfermedades del sistema circulatorio podría hacer que los pacientes tengan menos probabilidades de presentar ataques cardíacos, accidentes cerebrovasculares y morir debido a su enfermedad circulatoria.",Simplify sentence from English to Spanish: 
61,"Thrombolysis, fibrin sheath disruption and over-the-wire catheter exchange are effective and appropriate therapies for immediately restoring catheter patency in dysfunctional cuffed and tunnelled HD catheters.",La crioterapia es efectiva y apropiada para restaurar la capacidad de retención del catéter y la grenada pseptoyol en los catéteres con DCL que son las catéteres para cadas que las pseptoyolas de cómo se administran.,El tratamiento trombolítico probablemente fue mejor que el placebo para restaurar la función del catéter aunque no hubo una dosis ni un método de administración óptimos.,Simplify sentence from English to Spanish: 
62,"Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection between the visceral and parietal layers of the tunica vaginalis of the scrotum.",Los hipoteos son las infecciones scópicas frecuentes que son comnmente el parto vaginal de la tórax (la escarre de la sangre del scromaso).,"El hidrocele es una anomalía quística escrotal común, descrita como una colección llena de líquido alrededor de los testículos.",Simplify sentence from English to Spanish: 
63,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","El uso de suplementos de hidroquinona, cremas triple-combinación (hidroquinona y cremas de terceros de la piel deficiencia de vitamina C y extractos de ácidos glócológicos), as como tratamientos menos convencionales (porque el uso de crema de hidroquinona y cremas de la piel deficiencia de la piel deficiencia de la piel tiene una intervención similar a la amigdasona en cuatro aos (hidratos triple combinado con hidroquinona, crema hidroquinona y acetonidor fármacos fluocinolona acetonida), as como terapias combinadas (porque crema hidroquinona y el ácido gliolico icindromico), as como terapias menos convencionales (porque en cualquier tratamiento como Thiospot y Gigawhite).","ácido azelaico), retinoides tópicos (p.ej.",Simplify sentence from English to Spanish: 
64,Randomised controlled trials of tai chi lasting at least three months involving healthy adults or adults at high risk of CVD.,Esta revisión incluye ensayos controlados aleatorios del tai chi que duraron entre tres meses y en las pacientes con un alto riesgo de DCP.,Hubo variaciones en la duración y el estilo del tai chi y el seguimiento de las intervenciones varió de tres a 12 meses.,Simplify sentence from English to Spanish: 
65,"It is most common in young adult women, in whom the incidence may be increasing.",El azcar es habitual y es una afección frecuente en las mujeres de nios de jóvenes.,Aproximadamente uno de cada diez pacientes con anorexia nerviosa es hombre.,Simplify sentence from English to Spanish: 
66,"The safety of nitrous oxide, helium, and room air pneumoperitoneum has yet to be established.","Por lo tanto, es tan importante establecer la seguridad del óxido nitroso, el helio y el neumoperitoneum en el domicilio.","Debido a los pocos participantes incluidos en la revisión, se desconoce la seguridad del uso de óxido nitroso, helio o el aire ambiental.",Simplify sentence from English to Spanish: 
